,Unnamed: 0,input_article,summary,model_name,faithfulness,relevance,coherence,gpt35_score_0,gpt35_score_1,gpt35_score_2
207,677,"Nether Edge Green Party councillor, Alison Teal, was served with a legal notice for her involvement in protests against Sheffield City Council's tree felling programme. Ms Teal was previously arrested for protesting against the tree removals. Charges against her and 13 others were dropped earlier this year. More stories from across Yorkshire Sheffield City Council maintain that the removal of street trees in the city is lawful and necessary. A ""pre-action protocol letter"" from the council's legal department to Ms Teal warned the authority will seek a High Court injunction to stop her, and others involved in ""direct action"", from taking part in future protests. The council said the process would give protesters ""a chance to further and finally consider their position"" before it begins legal proceedings on 12 July. Councillor Bryan Lodge, cabinet member for Environment and Street Scene, said there had been months of ""unlawful and costly disruption"" to tree replacement works in Sheffield by a small number of protesters. ""We continue to support the right to peacefully protest, and the majority of protesters who are doing so peacefully will not be affected,"" he added. ""But there is a big difference between this and direct action which deliberately and unlawfully stops works from being carried out."" Mr Lodge said protesters had been sent a letter several weeks ago confirming their actions were unlawful. ""Streets Ahead is not just about street trees, it's about ensuring we have roads, pavements and a street scene to be proud of for many years to come,"" he added. ""In addition, it presents us with a unique opportunity to sustainably manage, increase and maintain our diverse street tree stock over a 25 year period."" The council said, despite the letter, works were still being disrupted ""causing city-wide delays"".","The city of Sheffield is being sued by its own city council for the protests against its tree felling program.

What is the city of Sheffield being sued for?

The city of Sheffield is being sued by its own city council for the protests against its tree felling program.

What is",openai_davinci,0.3333333333333333,3.0,2.6666666666666665,NO,NO,NO
208,221,"It had already been announced the 30-year-old would leave the Warriors when his contract expires this summer. The South Africa-born forward becomes Sale's first new signing for next season. ""Josh is a world class ball-carrying forward,"" said Sharks director of rugby Steve Diamond. ""He has been performing well for both Glasgow and Scotland over the past five years and will complement the squad in the ball-carrying department."" Strauss joined Glasgow from Super Rugby side Lions in 2012 and, after three years of residency, qualified to play for Scotland in time for the 2015 World Cup. Number eight Strauss has been sidelined by a kidney injury sustained during the Six Nations defeat by France, ruling him out of the rest of the tournament. ""Since coming to the UK I always had it in the back of my mind that I wanted to play in the Premiership,"" said Strauss. ""I have really enjoyed my time with the Warriors, but I asked my agent to look around for me. He came back with Sale Sharks who have a good name, a good record in the Premiership and looked an attractive proposition.""","The South Africa-born forward becomes Sale's first new signing for next season. ""Josh is a world class ball-carrying forward,"" said Sharks director of rugby Steve Diamond. ""He has been performing well for both Glasgow and Scotland over the past five years and will complement the squad in the ball-carry",openai_curie,1.0,4.666666666666667,4.333333333333333,NO,NO,NO
209,113,"Media playback is not supported on this device We've been hunting down activities and sports for all of you, and now it's time to Get Inspired. Whether you are just starting out, wanting to get back into a sport or perhaps you want to try something new, our website provides you with films and features for inspiration and easy-to-follow guides, with hints and tips and practical advice regardless of your age, gender or ability. Once you've found your inspiration we have links to a network of governing bodies, clubs and events near you. Just enter your post code or preferred activity and you will be connected to a vast array of activities all on your doorstep. You can also follow us on Twitter, or Facebook. Get in touch speak and ask us a question, send us your stories via email, even tell us what you want to see on the site and what you'd like to know more about. So what are you waiting for? Get Inspired - Get Active! Is it time to Make Your Move? Find out about our new campaign promoting accessible, physical challenges for everyone here. If you're thinking 'I can't do any of those sports', we've also got the answer for you. With Make Your Move you can start to try some accessible, physical challenges - without it having to feel like exercise! Whatever your personal motivation is, you can take steps (in the comfort of your own home and at low cost) to getting stronger and fitter. The aim of Make Your Move is to see how easy it is to set a goal and enjoy the process of reaching that personal target. We're not talking about walking before you can run. We're talking about taking a couple of steps and seeing how you like it. Why not give it a go?","The article is about the Get Inspired website, which provides films and features for inspiration and easy-to-follow guides, with hints and tips and practical advice regardless of your age, gender or ability.",openai_text-davinci-002,1.0,4.666666666666667,5.0,NO,YES,YES
210,982,"BHS entered administration in April. Since then, efforts have been continuing to rescue it from closure and save the jobs of its 11,000 staff. Last week, a surprise late bid led by retail veteran Greg Tufnell transformed the race to acquire the retailer. His team, said to be backed by Portuguese money, is the front-runner. But if a deal cannot be struck, the business may still have to be liquidated. The remaining bidders have faded into the background. Another consortium led by Matalan tycoon John Hargreaves and Turkish retail entrepreneur Cafer Mahiroglu has reportedly run into difficulties, while other suitors have apparently failed to impress with their proposals. Some of those involved in the different bids have impressive retailing histories. But then Sir Philip Green, who controlled BHS from 2000 to 2015, also had a brilliant track record. And he ended up selling the business for Â£1. So what are the chances of saving BHS from the liquidators? And just who are the people aiming to do it? In the public eye, Greg Tufnell is easily overshadowed by his more famous brother Phil, the former England cricketer. But that could change if his bid for BHS is successful, because he hopes to become the firm's next chairman. And as far as his credentials for the job are concerned, the 54-year-old executive certainly talks the talk. He describes himself as ""a highly experienced managing director with Mothercare and Arcadia, a blend of entrepreneur, strategist and hands-on operator with significant commercial business turnaround, acquisition and fund-raising experience"". His record shows that he was buying and merchandising director at Next from 1991 to 1994. He then spent three years as managing director of menswear retailer Burton, part of the Arcadia group, followed by another three years as managing director of Mothercare. He currently appears to occupy a portfolio of different jobs, including the chairmanships of leather accessories brand Zatchels and recruitment consultancy hga Group. Earlier this month, he registered a new firm, Richess Group, at Companies House. Its other directors are Nick de Scossa, a Swiss banker, and Lisbon-based entrepreneur Jose Maria Soares Bento. Until Mr Tufnell's bid turned up, many observers had assumed that BHS would be snapped up by Matalan founder Mr Hargreaves. But it appears that the cost of a deal may have proved too high. Sources say Mr Hargreaves was asked to improve his offer and balked. Like Sir Philip Green, 71-year-old John Hargreaves also enjoys the life of the super-rich. He has an estimated fortune of Â£1bn, according to the Sunday Times Rich List. But in stark contrast to the ebullient Sir Philip, Mr Hargreaves is described by industry insiders as quiet-spoken, someone who shuns the limelight. Mr Hargreaves is no longer directly involved in the business he founded. He sold his 69% stake in Matalan in 2000, then in 2006 took it private through Missouri Bidco, a company 53.5% owned by him and his family. As a partner in Mr Hargreaves' bid, there is also Cafer Mahiroglu, the owner of Select Fashions. At 50, he is the youngest of","The article discusses the possible outcomes of the bidding for BHS, which has entered administration. The front-runner is Greg Tufnell's team, but if a deal cannot be struck, the business may still have to be liquidated.",openai_text-curie-001,1.0,4.333333333333333,4.0,YES,YES,YES
211,1228,"North Wales Police claimed Owen Jones, 52, of Caernarfon, Gwynedd, was not fit to hold a firearms certificate after officers looked at his profile. Mr Jones, who had held a licence for more than 30 years, appealed against the decision and won. Caernarfon Crown Court heard on Friday that he was not a cause for concern despite the posts. The hearing was told a senior police officer regarded the posts as ""highly offensive"", prompting the licence to be revoked. Judge Niclas Parry said Mr Jones was ignorant about the subject of the Muslim faith, but added: ""None of those messages were created by the appellant. ""The appellant has liked certain messages that appeared on his Facebook profile. He has then effectively re-published the message.""",The police officer who revoked Owen Jones' firearms licence was ignorant about the Muslim faith.,openai_curie,1.0,4.0,4.0,NO,NO,NO
212,999,"Media playback is unsupported on your device 8 May 2015 Last updated at 10:28 BST During the war, families would have to ration their food and had little communication in their homes. Luxuries like chocolate and fruit were very difficult to find and families had to grow their own food to survive. Watch Martin's report to find out more.",The article discusses how families during the war had to ration their food and how difficult it was to find luxuries.,openai_text-davinci-002,1.0,5.0,5.0,YES,YES,YES
213,174,"But what's brewing in this new crop of commercial meaderies - as they are known - is lot more refined from the drink that once decorated tables across medieval Europe. ""Do we have any mead makers or home brewers in the group?"" asks Ben Alexander, eying a crowd of a dozen or so people who have come to his Maine Meade Works, in Portland, on a rainy Friday for a tour. When no-one raises their hand, Mr Alexander launches into the full spiel. ""If you guys want to come around, I'll show you how this thing works,"" he says, gesturing to two ceiling-high columns of stainless steel filled with something resembling a mushy golden porridge. ""We mix up honey and water over there and we pump it through a hot water bath at 160 degrees [71C] in a stainless steel coil here. Each one produces about 50 to 75 gallons [227-340 litres] of mead a day,"" explains Mr Alexander. It's fair to say he is obsessed with mead. ""It's the quintessential local beverage - you can go anywhere in the world and find honey to make mead, and I think that's unique among alcoholic beverages,"" he gushes. After being introduced to the drink by a home brewer, Mr Alexander thought there were profits to be had in a commercial meadery. He founded Maine Mead Works in 2008, pouring his savings and money from friends and family into the business. His business has since grown, along with the popularity of mead in the US. It's now a seven-person operation that manufactures more than 7,500 cases a year, shipping them as far away as China. Mr Alexander is not the only one to have caught on to the commercial potential of mead. Vicky Rowe, the owner of mead information website GotMead, says interest in the product in the US has exploded in the past decade. ""We went from 30-40 meaderies making mead to somewhere in the vicinity of 250 in the last 10 years,"" she says. ""I like to say that everything old is new again - people come back to what was good once."" Even visitors to Mr Alexander's meadery agree. Tour participant Dirk Heseman admitted that while Maine Mead Works was the first meadery he'd actually visited, he has noticed that mead ""is becoming more and more available - similar to cider"". Just this year, commercial meaderies in the US have banded together to form an industry group, the American Mead Makers Association, to better share information and encourage growth in the industry. But there's a lot of work that needs to be done to improve the image of a drink long associated with Renaissance fairs and medieval re-enactments. ""I think our number one challenge as an industry is awareness of what mead is,"" says Mr Alexander. ""You ask 10 people in a room if they've ever heard of mead, and two of them might say, 'yes', and only one of them has had a very positive experience."" The mead of the past was often sweet, and didn't appeal to many drinkers",Commercial meaderies are producing a more refined form of mead that is gaining in popularity.,openai_text-curie-001,1.0,4.0,4.666666666666667,YES,NO,YES
214,781,"Returning officers were ordered to physically deliver paper copies of their constituency's tallies to the counting centre in the capital. Election officials have urged patience. Uhuru Kenyatta, who faces trial at the International Criminal Court, has been leading in early presidential results declared from Monday's tightly contested election. He is due to stand trial at The Hague next month for allegedly fuelling violence after the disputed 2007 election. He denies the charge. His closest rival is outgoing Prime Minister Raila Odinga. With provisional results in from more than 40% of polling stations earlier on Wednesday, Mr Odinga had 42% of the vote compared with Mr Kenyatta's 53%. However, Mr Odinga's allies remain confident that he will gain ground as results from his strongholds, including the Coast Province, are declared. More than 1,000 people were killed in the violence which broke out in 2007-08 after Mr Odinga claimed he had been cheated of victory by supporters of President Mwai Kibaki, who is stepping down after two terms in office. The BBC's Solomon Mugera in the capital, Nairobi, says Kenyans are becoming increasingly anxious about the delay in finalising the results. Some businesses and schools across the country have remained shut since Monday's election, he says. This has led to a shortage of goods, pushing up the prices of basic foodstuff in areas such as Kibera, the biggest slum in Nairobi and a stronghold of Mr Odinga, our correspondent adds. Uhuru Kenyatta Raila Odinga Profile: Uhuru Kenyatta Profile: Raila Odinga Some electoral officials have had to drive hundreds of kilometres to the counting centre in Nairobi to deliver paper copies of the tally of their returns. At about 13:00 local time, returning officers from only 53 of the 290 constituencies had arrived and the election commission said it would announce results from constituencies as they were ready. Its website had stopped giving updated results from the presidential race on Wednesday, and was still showing figures from Tuesday night. Our correspondent says the large number of spoiled ballots - about 6% of the total vote, well over double the number of votes cast for the third-placed candidate, Musailia Mudavadi - has become a major bone of contention. Mr Odinga's Coalition of Reforms and Democracy (Cord) wants them to be counted, but Mr Kenyatta's Jubilee Coalition is resisting this. Late on Tuesday, the election commission announced that the spoiled ballots would count in the overall vote total, increasing the likelihood of a run-off between the top two candidates, news agencies report. Mr Kenyatta's running mate William Ruto, who is also facing a trial at the ICC, said foreign embassies may have influenced such a decision. ""We want to believe that this is not an attempt to deny the Jubilee Coalition a first-round victory as is clearly now on the wall,"" he is quoted by Reuters news agency as saying. But the election commission now says a decision on what to do about the spoiled ballots will be taken after all other votes are counted, our correspondent reports. If no agreement is reached, one of the presidential","The Kenyan election has been delayed because of a dispute over the number of spoiled ballots.

What is the main idea of the article?

The Kenyan election has been delayed because of a dispute over the number of spoiled ballots.

How does the author support this idea?

The Kenyan election",openai_davinci,0.6666666666666666,3.0,2.333333333333333,NO,NO,NO
215,589,"Aided by dancers, confetti cannons and a man in a mirrored suit, the Canadian band revived revellers' spirits with a series of arms-aloft anthems. ""In a lifetime of pretty much impossible things that have happened to our band, this is the highlight,"" said frontman Win Butler. Earlier, every stage at the event was closed after lightning struck ground. Dance act Rudimental were escorted off the main stage mid-set, and had to abandon their planned encore - Feel The Love, with guest vocalist John Newman. ""We're quite upset,"" musician Amir Amor told the BBC, ""but we had a great time anyway"". Metallica's Lars Ulrich was flying into the site by helicopter as the storm descended. ""It was kind of frightening,"" he said. ""When we landed, all the people picking us up were going, 'we didn't expect you were going to fly in this weather'. ""But the pilot didn't say anything about that. We saw the lightning up there. I thought it was pyrotechnics for Arcade Fire."" The thunderstorm heralded a brief but torrential downpour, and the power cut took BBC coverage off the air. Music resumed on the main stage at 19:00 BST with Lily Allen, who dedicated an expletive-laden song to FIFA president Sepp Blatter. Other performers on Friday included Blondie, who proved so popular it became impossible to enter or leave The Other Stage at lunchtime, and Paolo Nutini, whose soulful ballads were a fitting soundtrack as dusk fell over Somerset. Sophie Ellis-Bextor sneaked some disco into her set at the largely-acoustic Avalon Stage, while the pulsing synthpop of Glaswegian band Chvrches made for a steamy atmosphere in the John Peel tent as fans danced off the downpour. Arcade Fire took to the stage shortly after 22:00 BST, their arrival heralded by a man dressed from head-to-toe in a mirrored suit. Bravely, considering the weather conditions, the 12-piece band were largely dressed in white, but if they were worried about laundry bills, it didn't show. They threw themselves around the stage, thrashing and spinning as though plagued by a swarm of invisible bees, each member switching instruments between - and often during - songs. As well as guitars, they played steel drums, xylophones and even a hurdy gurdy. Frontman Win Butler made frequent excursions into the audience and, during the song Flashbulb Eyes, plucked a camera from a press photographer and carried it on stage to capture the band's performance. The set list was evenly spread across their four albums, with highlights including No Cars Go, Neighborhood #1 (Tunnels) and Rebellion (Lies). The group's recurring subject matter of suburban despair and alienation might have seemed like an odd fit for Glastonbury's peace and love ethos, but there is an optimism and belief in humanity at the core of their music. Plus, they have really catchy choruses. The band's willingness to embrace all walks of life was displayed on Friday night during the song We Exist - about a teenager whose father struggles to accept his sexuality. As the opening chords rang out, a troupe of transgender and cross-dressing dancers joined the","The article discusses Arcade Fire's performance at Glastonbury, which was interrupted by a thunderstorm.",openai_text-davinci-002,1.0,4.333333333333333,4.666666666666667,NO,YES,NO
216,1559,"Mencap president Lord Rix urged the speaker of the House of Lords to push through legislation allowing those in his situation to be assisted to die. He had previously opposed an assisted dying law, but said his illness has left him ""like a beached whale"" and in constant discomfort. ""My position has changed,"" he wrote to Baroness D'Souza. Stage and TV actor Lord Rix, who specialised in post-war ""Whitehall farce"" comedies, is receiving 24-hour care in a retirement home. ""My position has changed. As a dying man, who has been dying now for several weeks, I am only too conscious that the laws of this country make it impossible for people like me to be helped on their way, even though the family is supportive of this position and everything that needs to be done has been dealt with. ""Unhappily, my body seems to be constructed in such a way that it keeps me alive in great discomfort when all I want is to be allowed to slip into a sleep, peacefully, legally and without any threat to the medical or nursing profession. ""I am sure there are many others like me who having finished with life wish their life to finish. ""Only with a legal euthanasia Bill on the statute books will the many people who find themselves in the same situation as me be able to slip away peacefully in their sleep instead of dreading the night."" The crossbench peer voted against an Assisted Dying Bill in 2006 because of concerns that people with learning disabilities might become the unwilling victims of euthanasia. He has been a prominent campaigner for people with learning disabilities after his daughter was born with Down's syndrome. He said his children were ""absolutely supportive"" of his decision and that he has ""wrapped up"" his affairs and was ""ready to go"" to ""put an end to this misery, pain and discomfort"". ""I can't do anything but lie here thinking 'Oh Christ, why am I still here?' They won't let me die and that's all I want to do,"" he said. He added the doctors and nurses ""do their best for me"" but that it was ""not good enough because what I want is to die, and the law stops them from helping me with that"". He had discussed with his children the possibility of travelling to the Dignitas clinic in Switzerland, but felt it would be ""unfair to them to push them into a situation where they are helping me to die"". Lord Rix said he had not been given an estimate from doctors as to how long he will live, adding: ""I think it's wrong that people like me are stranded like this. ""I'm not looking for something that helps me only, I'm thinking of all the other people who must be in the same dreadful position."" Follow us on Twitter @BBCNewsEnts, on Instagram at bbcnewsents, or email entertainment.news@bbc.co.uk.","""Lord Rix, who was previously against assisted dying, is now asking the speaker of the House of Lords to push through legislation allowing those in his situation to be assisted to die.""

How does the above article support the claim that ""the law stops them from helping me with that""?

It",openai_davinci,0.6666666666666666,4.333333333333333,2.6666666666666665,YES,NO,YES
217,18,"Plans were approved for Coastal Oil and Gas Limited to drill in a field at St Nicholas. The permit does not allow the company to carry out fracking - hydraulic fracturing of the land - to extract any oil or gas. Fracking is subject to a temporary ban in Wales until decision-making powers on the practice are devolved. Natural Resources Wales said it had carried out a ""thorough assessment"" of the company's plans before approving them, with all work including reinstatement of the land to be completed within 12 months. ""It's important that any activity of this kind doesn't harm the environment, and this permit makes it clear what Coastal Oil and Gas Limited will need to do to comply with this,"" a spokesman said. ""Once the work begins, our officers will regulate and monitor the site to ensure it complies with the conditions of the permit, to protect people and the environment."" The permit for exploratory drilling comes despite a moratorium on fracking in Wales pending devolution of responsibility for such decisions. In August, the UK government urged councils in England to speed up the process of approval for fracking projects. However, Natural Resources Minister Carl Sargeant said fracking technology was ""unproven"", and that Welsh Labour ministers preferred to look at renewable energy.","The article discusses a permit that was approved for Coastal Oil and Gas Limited to drill in a field at St Nicholas, and notes that fracking is subject to a temporary ban in Wales.",openai_text-davinci-002,1.0,5.0,4.666666666666667,YES,YES,YES
218,423,"Aided by dancers, confetti cannons and a man in a mirrored suit, the Canadian band revived revellers' spirits with a series of arms-aloft anthems. ""In a lifetime of pretty much impossible things that have happened to our band, this is the highlight,"" said frontman Win Butler. Earlier, every stage at the event was closed after lightning struck ground. Dance act Rudimental were escorted off the main stage mid-set, and had to abandon their planned encore - Feel The Love, with guest vocalist John Newman. ""We're quite upset,"" musician Amir Amor told the BBC, ""but we had a great time anyway"". Metallica's Lars Ulrich was flying into the site by helicopter as the storm descended. ""It was kind of frightening,"" he said. ""When we landed, all the people picking us up were going, 'we didn't expect you were going to fly in this weather'. ""But the pilot didn't say anything about that. We saw the lightning up there. I thought it was pyrotechnics for Arcade Fire."" The thunderstorm heralded a brief but torrential downpour, and the power cut took BBC coverage off the air. Music resumed on the main stage at 19:00 BST with Lily Allen, who dedicated an expletive-laden song to FIFA president Sepp Blatter. Other performers on Friday included Blondie, who proved so popular it became impossible to enter or leave The Other Stage at lunchtime, and Paolo Nutini, whose soulful ballads were a fitting soundtrack as dusk fell over Somerset. Sophie Ellis-Bextor sneaked some disco into her set at the largely-acoustic Avalon Stage, while the pulsing synthpop of Glaswegian band Chvrches made for a steamy atmosphere in the John Peel tent as fans danced off the downpour. Arcade Fire took to the stage shortly after 22:00 BST, their arrival heralded by a man dressed from head-to-toe in a mirrored suit. Bravely, considering the weather conditions, the 12-piece band were largely dressed in white, but if they were worried about laundry bills, it didn't show. They threw themselves around the stage, thrashing and spinning as though plagued by a swarm of invisible bees, each member switching instruments between - and often during - songs. As well as guitars, they played steel drums, xylophones and even a hurdy gurdy. Frontman Win Butler made frequent excursions into the audience and, during the song Flashbulb Eyes, plucked a camera from a press photographer and carried it on stage to capture the band's performance. The set list was evenly spread across their four albums, with highlights including No Cars Go, Neighborhood #1 (Tunnels) and Rebellion (Lies). The group's recurring subject matter of suburban despair and alienation might have seemed like an odd fit for Glastonbury's peace and love ethos, but there is an optimism and belief in humanity at the core of their music. Plus, they have really catchy choruses. The band's willingness to embrace all walks of life was displayed on Friday night during the song We Exist - about a teenager whose father struggles to accept his sexuality. As the opening chords rang out, a troupe of transgender and cross-dressing dancers joined the","The Canadian band, Arcade Fire, performed at Glastonbury Festival on Friday night despite a storm that caused the power to go out and later rain. The band's energetic performance kept the crowd entertained and excited throughout the storm.",openai_text-curie-001,1.0,4.666666666666667,4.666666666666667,NO,NO,NO
219,1343,"Byron Rhodes is taking me around the modern council headquarters. It's full of light. It's busy. The building has regenerated the area around Melton Mowbray's railway station, once a muddy pot-holed piece of wasteland where those in the know parked for free. Now the council offices link the station to a park and the town centre. It was partly paid for with insurance money after a fire destroyed the old offices on the other side of town. A supermarket moved in to replace it and helped with the money too, putting the council on a firm financial footing. But that was four years ago and the crisis is a different one today. It's being experienced by all local authorities - cuts in central government funding which threaten the services they provide. Mr Rhodes is also deputy leader of Leicestershire County Council, with responsibility for finance. Leicestershire is historically the poorest funded council in the country because of a quirk of Whitehall recalculations, going back a quarter of a century since the poll tax, or community charge, was scrapped. At the moment councils get income from council tax, a share of the business rates, any income they generate themselves from services plus a grant from central government. It's the grant cut which is causing them grief. What's called the ""core funding"" is worked out by the number of homes multiplied by a set amount. And each authority has a different value set per dwelling. If we look at Surrey, which is top of the table, the amount will be £1,686 by 2019/20. Nottinghamshire is mid-table at £1,482, Derbyshire is in the lower reaches with £1,422 per dwelling and then comes Leicestershire at £1,354. ""The funding system is chaotic,"" says Byron Rhodes. ""It doesn't reflect real need. Look at Oxfordshire which is an interesting example,"" he says with a glint in his eye. Could he possibly be referring to the prime ministerial plea to the county council about cutbacks to services there? ""If we had the same funding as Oxfordshire, we'd have £50m a year extra. If we had the same as Surrey, we'd have £100m more. We'd be partying everyday if we had that kind of money."" Leicestershire have been helped with a small share of what's been called transitional funding - about £300m to help councils following pressure from Conservative MPs. Think back to the vote on Sunday trading. With a majority of only 17 in the Commons, the Conservatives lost the vote when 20 odd rebelled. Last month there would've been another rebellion, including some of our own Tory MPs in the East Midlands, if something wasn't done to improve the local government finance settlement over the next four years. The money has gone largely to shire counties. Leicestershire got £6.6m spread over two years, enough to save some services from closure. But it's a drop in the ocean for an authority with a £19m black hole in the budget every year after the latest cutbacks. Labour have protested that 83% of the councils getting transition funding are Conservative-run. Many Labour-run","The article is about how the funding system is chaotic and does not reflect real need.

The article is about how the funding system is chaotic and does not reflect real need.

The article is about how the funding system is chaotic and does not reflect real need.

The article is about how",openai_curie,1.0,2.6666666666666665,1.6666666666666667,NO,NO,NO
220,285,"The French government proposed senior diplomat Laurent Stefanini for the post in January but the Vatican is yet to respond to approve the choice. The Vatican usually responds within six weeks to approve such a new ambassador. The nomination of Mr Stefanini was seen as a litmus test for Pope Francis, who has taken a more liberal stance on homosexuality. A French government spokesman said there had been negotiations with the Vatican over the appointment. ""France has chosen its ambassador to the Vatican. This choice was Stefanini and that remains the French proposal,"" said spokesman Stephane Le Foll. Observers say most Vatican appointments are confirmed within six weeks and that this long silence should be read as a rejection. The Vatican traditionally makes no statement if it intends to decline a nomination. Mr Stefanini served in the Holy See as a deputy ambassador in the French embassy from 2001 to 2005. He was described by the country's foreign ministry as ""one of our best diplomats"". France legalised same-sex marriage in 2013, despite opposition from the Catholic Church. Pope Francis is regarded as more tolerant of homosexuality than previous popes. ""Who am I to judge?"", he said in 2013.","The French government proposed senior diplomat Laurent Stefanini for the post in January but the Vatican is yet to respond to approve the choice. The Vatican usually responds within six weeks to approve such a new ambassador. The nomination of Mr Stefanini was seen as a litmus test for Pope Francis, who has taken a more",openai_curie,1.0,3.6666666666666665,3.333333333333333,NO,NO,NO
221,1583,"The 29-year-old was arrested on suspicion of attempted murder and wounding with intent. Previously, a 30-year-old, 27-year-old and 20-year-old, all from Rugby, were arrested. All four men have been bailed until the end of April. It follows an incident on Oxford Street on 17 March in which a 17-year-old was shot and an 18-year-old knifed. More on this and other Warwickshire stories","A man has been arrested in connection with a shooting and stabbing in Rugby.

What is the main idea of the article?

The main idea of the article is that a man has been arrested in connection with a shooting and stabbing in Rugby.

What is the most important information?",openai_davinci,0.3333333333333333,3.333333333333333,3.0,YES,YES,YES
222,428,"North Wales Police claimed Owen Jones, 52, of Caernarfon, Gwynedd, was not fit to hold a firearms certificate after officers looked at his profile. Mr Jones, who had held a licence for more than 30 years, appealed against the decision and won. Caernarfon Crown Court heard on Friday that he was not a cause for concern despite the posts. The hearing was told a senior police officer regarded the posts as ""highly offensive"", prompting the licence to be revoked. Judge Niclas Parry said Mr Jones was ignorant about the subject of the Muslim faith, but added: ""None of those messages were created by the appellant. ""The appellant has liked certain messages that appeared on his Facebook profile. He has then effectively re-published the message.""",The police officer who revoked Owen Jones' firearms licence was ignorant about the Muslim faith.,openai_curie,1.0,4.0,4.0,NO,NO,NO
223,1509,"The man, who has not been named, was dismissed following disciplinary proceedings, Devon and Somerset Fire Service said. Molly Wigmore, 76, died in the fire at her Plymouth home in October last year. The first 999 call was made at 05:17 GMT but none had arrived by the time a second call was made at 06:44, ahead of a fire engine arriving at 06:50. Ms Wigmore's house, in Sussex Road, is about a mile and a half from Camels Head Fire Station. An inquest is expected to examine whether the delay played any part in her death, on 19 October. The fire service said in a statement it was unable to comment on the case until the inquest was over. ""We continue to offer the family of the deceased our deepest condolences,"" the service added. Tributes left at the house said Ms Wigmore was an ""inspirational, kind, gentle and sweet lady"".","The man, who has not been named, was dismissed following disciplinary proceedings, Devon and Somerset Fire Service said.",openai_curie,1.0,4.0,3.6666666666666665,NO,NO,NO
224,1318,"She was hurt when the MR-01 race car she was driving hit a support truck at Duxford airfield in Cambridgeshire on Tuesday. It was the first time the 32-year-old Spaniard had driven the car for the Oxfordshire-based Marussia team. Inspectors from the Health and Safety Executive (HSE) visited the test track on Wednesday. Marussia said surgeons at Addenbrooke's Hospital in Cambridge ""embarked on a lengthy procedure to address the serious head and facial injuries sustained by Maria in the accident"". It said: ""The operation began yesterday afternoon and she was in theatre until this morning. ""Maria remains in a critical but stable condition."" John Booth, team principal of the Marussia F1 Team, said: ""Maria emerged from theatre at Addenbrooke's Hospital this morning after a lengthy operation to address the serious head and facial injuries she received in the accident at Duxford Airfield yesterday. ""We are grateful for the medical attention that Maria has been receiving and her family would like to thank the Neurological and Plastics surgical teams. ""However, it is with great sadness that I must report that, due to the injuries she sustained, Maria has lost her right eye. ""Maria's care and the wellbeing of her family remain our priority at this time. Her family are at the hospital and we are doing everything possible to support them."" De Villota sustained her injuries after her car ""suddenly accelerated"" into the back of the support lorry, according to witnesses. BBC Radio Cambridgeshire presenter Chris Mann, who saw the accident, said: ""The top of her car and her helmet seemed to take the brunt of it. ""She didn't move for about 15 minutes."" He said De Villota had been driving at up to 200mph during the testing, but the car was travelling considerably slower at the time of the crash. Mr Booth said: ""With regard to the accident, we have embarked on a very comprehensive analysis of what happened and this work continues for the moment."" Messages of support have come in from the motor racing world, including ones from Ferrari driver and fellow Spaniard Fernando Alonso and Jenson Button. Formula 1 driver and BBC analyst Jaime Alguersari said in his weekly column : ""I was shocked to hear of the accident suffered by Maria de Villota. I know her and her family very well. I still don't know the cause of the accident. There are so many rumours but I want to wait to see what really happened. ""It's terribly sad. Maria is a fantastic person, as are her brothers and her father Emilio, who was one of Spain's first F1 drivers. ""She is a role model, especially for all the females who want to get into F1. So this is a very sad situation. ""Thankfully, she is not in a life-threatening situation so we have to look at the positive side. We will see Maria again."" Lewis Hamilton tweeted: ""Just heard about Maria's terrible accident at Duxford. I hope she pulls through. My thoughts and prayers are with her family at this time."" The McLaren driver said later: ""I don't","Maria de Villota, a 32-year-old Spanish racing driver, was critically injured in an accident at Duxford airfield in Cambridgeshire, England.",openai_text-davinci-002,0.6666666666666666,3.6666666666666665,4.666666666666667,YES,YES,NO
